wifi_rssi,ble_rssi,lora_rssi,lora_snr,pdr,rtt,retries,best_protocol
-78,-56,-97,1.3201548602041848,0.9562340847573838,54.81443194042854,0,1
-94,-68,-116,1.700960346109417,0.9266379252026928,89.94099764881902,2,1
-85,-55,-106,-0.2511345649378143,0.9041536283668425,95.76287901909784,0,1
-45,-76,-109,-4.676840488903496,0.9593883097557899,43.92512381867534,1,0
-100,-99,-101,11.939776431901116,0.6004351521048789,932.1049498391244,4,2
-76,-52,-106,-1.195802957672023,0.8278396049235061,79.3369649210344,0,1
-59,-98,-112,0.7147302520501064,0.9899647397145013,43.46259253169332,1,0
-53,-85,-97,0.918887388212843,0.9473969941430557,31.402788757346343,1,0
-87,-99,-94,3.3412728990052147,0.5978700758365134,923.2580034608533,4,2
-63,-81,-100,2.671948531085717,0.9244353155464655,21.76178716883886,0,0
-41,-64,-116,2.3703555679100887,0.9720516061391464,28.62800489275253,0,0
-98,-87,-86,6.730493560351411,0.44975313249652976,772.0989755803462,2,2
-53,-63,-107,-2.34062075035761,0.9087290179589675,22.959602444271987,0,0
-44,-63,-116,-3.661478811993668,0.9827940887177492,39.66747776914662,0,0
-93,-54,-116,-3.9108165815326856,0.9752210385196085,86.61443754776346,0,1
-90,-93,-74,6.315341524058432,0.6546154587013417,377.9509816066068,2,2
-92,-94,-108,10.059184314548459,0.5180967209958569,436.1993209429137,4,2
-57,-90,-104,4.076937063485463,0.934292686427826,44.425280715629356,0,0
-94,-55,-107,1.084864126597913,0.9351964551172711,83.33599907626814,1,1
-41,-66,-112,3.4209141501870963,0.9771881980598245,43.85631397258229,1,0
-49,-69,-111,-0.06974342228195063,0.9511657013547261,23.285856506197558,0,0
-41,-96,-118,-2.0550605316057013,0.9490748779258784,30.220315164241352,0,0
-56,-78,-118,1.3664432162228257,0.9714064082223615,46.62054709167656,0,0
-66,-76,-114,2.689177413153975,0.9012203072318045,48.20945250893916,0,0
-88,-97,-90,6.562315691701514,0.7626288842688651,564.78194939675,2,2
-85,-61,-112,-3.8235097152644135,0.9342909869789287,87.75349824708479,0,1
-88,-88,-100,7.735094096908123,0.5075386969811374,988.8936331071266,2,2
-47,-80,-111,-3.3516573886299907,0.9106699250113436,24.51031578663782,0,0
-86,-100,-107,5.617849695612365,0.5603767049892188,573.1805976032214,4,2
-96,-91,-100,5.98284959406851,0.6488158249483975,623.9649070833308,4,2
-93,-86,-72,11.167281658158444,0.45686817868155827,638.9608600714951,2,2
-86,-54,-113,0.32260213339040167,0.8465291077125362,77.8723812489829,1,1
-95,-91,-76,6.735522515380833,0.6513736189675996,362.3461668313506,4,2
-95,-97,-89,0.5075009906721744,0.501528431262678,806.3756406629922,4,2
-83,-74,-103,-3.2522655717262285,0.8085266418574066,33.87840594127658,0,1
-64,-68,-119,0.8514953232547198,0.9907866130462516,46.02289204945543,0,0
-100,-89,-103,9.323136123926705,0.5927469917098467,793.6682778149965,2,2
-82,-65,-91,-2.254597459998746,0.8772697819696631,70.4936516765365,0,1
-97,-95,-79,4.989570008249402,0.7007088692156374,635.8236951327436,3,2
-93,-75,-91,-3.3366839225685787,0.8355532775702497,34.50554239404042,0,1
-53,-85,-114,-2.4700983201075886,0.989661026297402,44.67975040046094,0,0
-47,-98,-96,-1.1038191378079656,0.9548715309207408,12.756861574688752,1,0
-93,-91,-76,1.578219202996535,0.6186802082227074,901.0513229187274,4,2
-42,-69,-115,-4.167155888047404,0.9156977682716194,22.457770561825647,0,0
-61,-64,-120,2.8129605047120254,0.9986256995866816,41.51159554857969,1,0
-83,-58,-104,-0.7547257480363809,0.8267607472558978,86.01045341328921,0,1
-90,-95,-74,8.106961103403117,0.6438524046627608,420.3739292395549,5,2
-46,-89,-99,1.0244092590111897,0.9002595024383647,34.315775751770346,0,0
-100,-92,-74,4.829359649204028,0.6793244628910291,381.57684476961697,3,2
-88,-67,-106,-3.8769565558878085,0.8379389696349355,38.868607931494964,2,1
-77,-64,-112,4.423870191022331,0.911562645102214,43.247004784508405,0,1
-48,-73,-118,-2.9277235099194354,0.9539781061914633,26.209923521107548,0,0
-79,-60,-119,4.1423651595147,0.9188581501123549,87.84382329046176,1,1
-45,-74,-104,-4.089979089486697,0.9754635291860116,34.416186680318305,1,0
-88,-60,-110,3.594157932805892,0.870847248088955,45.76864033833484,0,1
-94,-54,-92,2.937438503805163,0.8397712555550592,78.689266403385,2,1
-88,-100,-97,6.986505117218774,0.5657878862157374,354.9742861824376,3,2
-81,-70,-93,3.4716736137257413,0.8244070104248791,61.93273365809298,2,1
-45,-67,-97,0.3434627502946306,0.9186404986788145,35.80216671077318,0,0
-69,-100,-92,-3.3378456809074706,0.9005300006397605,20.155542561732172,0,0
-78,-56,-116,-2.0472171077968992,0.8353774290287709,75.63325186624425,2,1
-85,-59,-119,4.013756495884444,0.8645055955692831,79.47390288612874,2,1
-76,-63,-113,1.4016822382816603,0.8824261860525543,32.510544352275836,2,1
-95,-89,-104,3.9851923847176374,0.4040362426756099,306.2547560927459,3,2
-95,-69,-119,4.058911047877604,0.8531702273308628,59.69331072905756,1,1
-96,-92,-99,9.249367419166557,0.7608945613848953,766.1452318853168,3,2
-43,-84,-113,-3.86535397982552,0.9536590645987333,34.14886126920556,1,0
-85,-51,-101,-4.853329429537362,0.9650401534831137,72.60482502224184,2,1
-43,-76,-95,-0.8879327912781374,0.9454267972219099,45.05776303501175,1,0
-59,-96,-94,-1.2214945072421357,0.9682982063417133,42.903355036466955,1,0
-90,-86,-98,6.861709963285845,0.5507942167705121,420.2692833332903,3,2
-89,-92,-94,1.5086912279067146,0.7358638622835162,435.933833016483,3,2
-89,-100,-103,7.273758779201756,0.5011254424356802,920.0514566620711,5,2
-48,-73,-105,-3.723102705775344,0.9180067272349298,15.564647765722475,0,0
-55,-92,-105,-1.1579816862078007,0.9718457270836554,32.777740710540016,1,0
-88,-91,-89,9.885337081213983,0.731756650783405,834.7697064685276,5,2
-57,-85,-99,4.587024074078462,0.9838582558702624,38.832523852420266,1,0
-79,-62,-110,1.0321941021337224,0.8095661640788211,51.906882376298356,2,1
-100,-96,-109,11.24854125797185,0.4881953738756426,434.9803526426973,3,2
-64,-62,-108,1.928903586919394,0.9045861266404633,32.62033389291895,0,0
-91,-86,-102,0.5160834224032738,0.755554969601452,256.67350778028634,2,2
-90,-67,-116,-2.6476441519801517,0.9912444381297897,66.91832737509657,2,1
-82,-61,-105,1.5469308143134821,0.8860674355017842,73.04336036003937,2,1
-98,-88,-75,8.113298776972933,0.5926197361103418,505.1048738273299,4,2
-45,-86,-101,-0.1747905035735755,0.9687784717096083,43.49963156009969,0,0
-77,-59,-113,4.812363743443038,0.9840594362438816,44.69589946985562,2,1
-90,-99,-107,11.170648464729702,0.705431627546629,941.4949886548889,3,2
-92,-61,-94,-4.415453858914461,0.9650264391857408,94.98826353726915,1,1
-90,-100,-90,5.603615999563329,0.4928159315604424,117.81609251252894,2,2
-90,-92,-92,11.327787664358516,0.6541774582638091,979.393809746416,2,2
-70,-63,-97,-4.631781323640086,0.9781514481751414,30.498306235276864,0,0
-89,-96,-109,3.207031557523144,0.7724039883541199,768.5424774156846,2,2
-48,-77,-117,-4.337640221481341,0.9598442701205228,16.18688563532945,0,0
-57,-68,-95,1.8103942709690903,0.9933691823759875,31.378235650289877,0,0
-89,-90,-73,3.314847899701837,0.683395878997119,873.8414518521483,4,2
-92,-89,-74,7.64509004497086,0.4435573255924157,486.63634921845824,2,2
-92,-72,-94,-4.799736440741755,0.8221615924359614,77.60064317304905,1,1
-49,-100,-98,-1.2227111382370515,0.9345082627822386,36.05468843952984,1,0
-81,-71,-119,-1.664304505277996,0.8020855398794806,30.23905668268691,2,1
-67,-62,-106,-0.9977710712797521,0.9225332797712529,29.880477952849958,1,0
-79,-53,-98,-2.6917081084598795,0.8848593771769776,64.95942779734455,0,1
-63,-82,-116,4.1525434166910635,0.9476619484126412,32.26886339133465,0,0
-91,-99,-109,4.048081692204281,0.4488121977287395,581.5229541390395,3,2
-94,-93,-96,0.43126409905864005,0.6253298568132187,598.0411145140366,5,2
-80,-53,-101,1.4528983752571687,0.8210735067905612,23.567592669836923,0,1
-70,-97,-97,-2.949546714934751,0.9713782454855326,42.602177136098284,1,0
-47,-72,-120,2.569991321722287,0.9577486270906126,38.808103265291834,1,0
-67,-64,-109,4.958313750293707,0.9722896096621776,33.80195918801682,1,0
-50,-64,-95,-1.4509480953727936,0.9321582764680029,19.43624138380325,1,0
-92,-87,-87,6.779812292103043,0.7341631323368504,644.9542899542888,4,2
-96,-100,-79,1.198401853634138,0.6375209923238463,945.1513863704685,4,2
-51,-86,-93,-1.5166339554680262,0.9620805684422091,38.64716298931809,1,0
-50,-90,-98,0.618666921437736,0.9515236054864211,33.71851621035286,0,0
-90,-68,-112,0.745873823177666,0.9506374671826806,98.24494543788228,2,1
-87,-58,-117,1.7155844361303725,0.9100183880916313,63.60844226085597,2,1
-85,-64,-99,4.767252386625788,0.9448634939353322,58.927812979500246,0,1
-99,-95,-87,2.6376641858782803,0.5567295853134,394.340179736636,4,2
-93,-87,-88,8.580464626208206,0.5571175103237374,665.1940443436882,3,2
-49,-72,-116,-0.23789303210985846,0.9229025390924797,39.28738313836249,1,0
-79,-73,-110,-1.0282122257078896,0.821588742929293,89.77085600179812,1,1
-97,-86,-92,3.781764469590639,0.7122927412803605,923.7314664260407,2,2
-46,-77,-107,-3.932439340641156,0.9710952478836749,34.12789608707918,0,0
-66,-69,-113,-4.115917766343534,0.9693717607403338,43.524278527131834,0,0
-88,-98,-92,2.2322760000679875,0.4110076740561661,720.800964323309,5,2
-93,-74,-95,-2.7264269990390124,0.863384495468989,54.29044375763806,1,1
-89,-98,-101,0.4998818205921891,0.6062637623425814,765.4674068481806,2,2
-86,-73,-100,-0.7605518708669798,0.9719130463293891,76.02015675556169,2,1
-69,-88,-102,-0.03438809316922331,0.9031804681485165,24.97741478881688,0,0
-99,-99,-77,5.704879294200884,0.4130471793366266,593.0062249449875,3,2
-69,-82,-101,-2.5891516767036817,0.945194860129904,31.186467146203242,0,0
-98,-88,-76,1.0240960378118982,0.7292643322835437,101.81666597341052,3,2
-67,-73,-106,-2.6140314020965985,0.9973110349270105,14.088506569007983,0,0
-98,-92,-98,11.386151469973566,0.5840009582323196,664.7379146058514,3,2
-68,-98,-109,-0.19954032981524872,0.9495423626403966,26.881442382027494,1,0
-98,-93,-72,4.251213178092559,0.5741296885820946,352.9342732429254,5,2
-88,-96,-94,9.879713157848615,0.4817843544218847,504.1762705098521,5,2
-89,-70,-120,3.6925962465105258,0.8266290008356194,75.81365020160601,1,1
-89,-58,-103,-2.431161523542852,0.850611686560157,58.47248006024557,1,1
-77,-58,-116,0.5663705793671721,0.8998667669957237,74.8729016839891,1,1
-85,-67,-102,2.87901988292265,0.8547582615028213,52.31823010612386,2,1
-78,-75,-93,0.2649919415378097,0.9361949654476489,78.840448519003,2,1
-83,-74,-109,3.1574864350428093,0.9580675471720297,49.877007691533876,1,1
-100,-87,-95,11.779839886229375,0.4688356917181038,131.50712332612508,2,2
-92,-62,-107,4.5466003003330755,0.8594710096473678,31.025831932738832,2,1
-93,-93,-106,3.2585645689349083,0.5420164225807833,163.8024183021568,5,2
-83,-70,-107,-1.392274808894002,0.8742817135300281,71.00426115761837,1,1
-62,-92,-93,2.0818119558319985,0.9648822840291577,21.98383647065908,1,0
-96,-89,-79,10.58390603665963,0.4056760197583069,384.894698741083,4,2
-93,-59,-106,0.21234132485334367,0.8383564911183722,29.97712455291124,1,1
-85,-54,-91,-0.9052214699479606,0.8644431006889257,98.36406723054056,0,1
-93,-86,-81,2.8699053333869164,0.4082685475567618,457.70334120918244,4,2
-100,-96,-75,4.4539393774289024,0.7825280373550111,932.9699870666929,3,2
